Date,Rainfall
1969-10-01,1.311803222
1969-11-01,4.540005893
1969-12-01,0.17614904
1970-01-01,0.533043206
1970-02-01,0.0
1970-03-01,0.0
1970-04-01,1.025591731
1970-05-01,31.15665078
1970-06-01,917.7042016
1970-07-01,548.9238518
1970-08-01,730.7862294
1970-09-01,301.2027358
1970-10-01,61.4203715
1970-11-01,0.0
1970-12-01,0.0
1971-01-01,0.0
1971-02-01,0.609192312
1971-03-01,0.0
1971-04-01,0.0
1971-05-01,66.88746463
1971-06-01,1080.609561
1971-07-01,331.2911011
1971-08-01,653.1660519
1971-09-01,345.3928048
1971-10-01,24.63193008
1971-11-01,0.0
1971-12-01,0.0
1972-01-01,0.0
1972-02-01,3.999755621
1972-03-01,0.0
1972-04-01,0.380745173
1972-05-01,0.913788497
1972-06-01,722.7697089
1972-07-01,577.5638992
1972-08-01,118.6223621
1972-09-01,76.7303295
1972-10-01,0.17614904
1972-11-01,39.36535288
1972-12-01,0.0
1973-01-01,0.0
1973-02-01,0.471552923
1973-03-01,0.310062557
1973-04-01,0.761490345
1973-05-01,0.0
1973-06-01,353.6121693
1973-07-01,597.3584199
1973-08-01,465.7292064
1973-09-01,363.8519603
1973-10-01,52.90209542
1973-11-01,0.0
1973-12-01,0.0
1974-01-01,0.0
1974-02-01,0.0
1974-03-01,0.0
1974-04-01,23.66831851
1974-05-01,28.96956918
1974-06-01,168.953773
1974-07-01,1351.62042
1974-08-01,533.3724584
1974-09-01,164.5534471
1974-10-01,123.5125695
1974-11-01,0.0
1974-12-01,0.0
1975-01-01,0.0
1975-02-01,0.0
1975-03-01,0.0
1975-04-01,0.0
1975-05-01,0.814658701
1975-06-01,576.1305025
1975-07-01,892.1163747
1975-08-01,728.7143351
1975-09-01,459.7874784
1975-10-01,162.1230921
1975-11-01,0.0
1975-12-01,0.0
1976-01-01,0.0
1976-02-01,0.0
1976-03-01,0.14310582
1976-04-01,0.0
1976-05-01,1.70919238
1976-06-01,380.1770616
1976-07-01,795.0092514
1976-08-01,392.7383557
1976-09-01,397.1120739
1976-10-01,0.0
1976-11-01,34.83019002
1976-12-01,0.0
1977-01-01,0.0
1977-02-01,0.0
1977-03-01,0.0
1977-04-01,0.456894249
1977-05-01,0.0
1977-06-01,430.9202395
1977-07-01,1113.549222
1977-08-01,231.2195086
1977-09-01,493.2821302
1977-10-01,30.45654255
1977-11-01,45.86859028
1977-12-01,0.0
1978-01-01,0.0
1978-02-01,0.533043206
1978-03-01,0.471552886
1978-04-01,0.0
1978-05-01,5.635028571
1978-06-01,848.683888
1978-07-01,448.5772674
1978-08-01,216.8806495
1978-09-01,222.550884
1978-10-01,59.48012149
1978-11-01,22.76981217
1978-12-01,2.408947617
1979-01-01,0.0
1979-02-01,0.262360632
1979-03-01,3.88360095
1979-04-01,0.0
1979-05-01,1.218384624
1979-06-01,618.8824289
1979-07-01,351.124574
1979-08-01,588.8504616
1979-09-01,210.3925865
1979-10-01,7.773538649
1979-11-01,106.4019923
1979-12-01,0.0
1980-01-01,1.133913517
1980-02-01,0.0
1980-03-01,0.0
1980-04-01,0.67614904
1980-05-01,0.0
1980-06-01,719.4303917
1980-07-01,429.5650258
1980-08-01,604.3726146
1980-09-01,136.7591339
1980-10-01,22.12956381
1980-11-01,8.232554272
1980-12-01,14.44348717
1981-01-01,0.961490452
1981-02-01,0.533043206
1981-03-01,0.0
1981-04-01,2.969812393
1981-05-01,0.0
1981-06-01,264.5645988
1981-07-01,637.5936115
1981-08-01,394.4172392
1981-09-01,702.6736123
1981-10-01,50.543487
1981-11-01,11.95602304
1981-12-01,0.0
1982-01-01,0.0
1982-02-01,0.0
1982-03-01,0.0
1982-04-01,0.0
1982-05-01,4.208322138
1982-06-01,439.4631988
1982-07-01,783.9691557
1982-08-01,478.7604202
1982-09-01,141.7669908
1982-10-01,0.0
1982-11-01,122.2455823
1982-12-01,0.0
1983-01-01,0.0
1983-02-01,0.0
1983-03-01,0.0
1983-04-01,7.01838541
1983-05-01,0.0
1983-06-01,452.0674135
1983-07-01,992.7352772
1983-08-01,1200.956558
1983-09-01,540.9290645
1983-10-01,106.0788736
1983-11-01,41.19662857
1983-12-01,0.0
1984-01-01,0.0
1984-02-01,0.882485807
1984-03-01,2.436769247
1984-04-01,0.0
1984-05-01,0.0
1984-06-01,573.9967607
1984-07-01,1079.18462
1984-08-01,176.7291095
1984-09-01,355.587815
1984-10-01,14.19080842
1984-11-01,0.0
1984-12-01,0.0
1985-01-01,0.0
1985-02-01,0.0
1985-03-01,0.0
1985-04-01,0.0
1985-05-01,1.805466682
1985-06-01,1219.518576
1985-07-01,618.4306213
1985-08-01,327.7591957
1985-09-01,122.0056054
1985-10-01,153.3475969
1985-11-01,0.0
1985-12-01,0.0
1986-01-01,0.0
1986-02-01,0.0
1986-03-01,0.0
1986-04-01,0.0
1986-05-01,0.913788497
1986-06-01,556.3350358
1986-07-01,199.6323442
1986-08-01,435.6358005
1986-09-01,84.70780812
1986-10-01,0.152298078
1986-11-01,23.18471694
1986-12-01,2.799999952
1987-01-01,0.0
1987-02-01,0.0
1987-03-01,0.0
1987-04-01,0.0
1987-05-01,0.0
1987-06-01,428.8473604
1987-07-01,692.4888435
1987-08-01,745.6028123
1987-09-01,36.31354488
1987-10-01,53.47740059
1987-11-01,0.514658734
1987-12-01,27.59962004
1988-01-01,0.0
1988-02-01,0.0
1988-03-01,0.0
1988-04-01,0.0
1988-05-01,0.0
1988-06-01,382.6663699
1988-07-01,927.1389183
1988-08-01,307.5390013
1988-09-01,783.2394218
1988-10-01,242.3382724
1988-11-01,0.152298063
1988-12-01,0.0
1989-01-01,6.135899544
1989-02-01,0.0
1989-03-01,0.0
1989-04-01,0.0
1989-05-01,0.0
1989-06-01,455.4160416
1989-07-01,850.5649299
1989-08-01,492.4931418
1989-09-01,171.125109
1989-10-01,41.53927302
1989-11-01,0.0
1989-12-01,0.0
1990-01-01,0.0
1990-02-01,0.66782707
1990-03-01,0.8439762
1990-04-01,0.0
1990-05-01,132.4669613
1990-06-01,964.4543734
1990-07-01,310.5148327
1990-08-01,1004.660361
1990-09-01,401.7907732
1990-10-01,103.1718007
1990-11-01,0.609192312
1990-12-01,0.0
1991-01-01,0.0
1991-02-01,0.0
1991-03-01,0.0
1991-04-01,0.913788497
1991-05-01,0.14310582
1991-06-01,1052.339174
1991-07-01,1115.675294
1991-08-01,235.0654965
1991-09-01,57.26236381
1991-10-01,1.675278783
1991-11-01,1.066086411
1991-12-01,2.807207108
1992-01-01,0.0
1992-02-01,0.0
1992-03-01,0.0
1992-04-01,0.0
1992-05-01,0.0
1992-06-01,125.4356583
1992-07-01,521.64353
1992-08-01,725.5986973
1992-09-01,286.1479914
1992-10-01,62.5823537
1992-11-01,0.0
1992-12-01,0.0
1993-01-01,0.0
1993-02-01,0.0
1993-03-01,0.0
1993-04-01,0.0
1993-05-01,3.807451725
1993-06-01,432.9531575
1993-07-01,736.4308882
1993-08-01,302.4889916
1993-09-01,849.1635493
1993-10-01,94.87604773
1993-11-01,8.071798325
1993-12-01,0.147701949
1994-01-01,12.46956825
1994-02-01,0.0
1994-03-01,0.0
1994-04-01,1.162360668
1994-05-01,2.144846439
1994-06-01,450.5557081
1994-07-01,953.8284854
1994-08-01,333.4885387
1994-09-01,360.8185384
1994-10-01,27.6140632
1994-11-01,0.119254835
1994-12-01,0.0
1995-01-01,0.895403981
1995-02-01,0.0
1995-03-01,0.0
1995-04-01,0.0
1995-05-01,0.0
1995-06-01,96.67291197
1995-07-01,537.8339719
1995-08-01,299.0937223
1995-09-01,457.5998091
1995-10-01,115.9034624
1995-11-01,0.0
1995-12-01,0.0
1996-01-01,2.60372591
1996-02-01,0.0
1996-03-01,0.0
1996-04-01,0.0
